Province/State,Country/Region,Year,Month,Slope_regression,Lat,Long,Rank,prediction
Unknown,Switzerland,2022,9,37.0919,46.8182,8.2275,17,1
Unknown,Poland,2022,9,36.9293,51.9194,19.1451,18,1
Unknown,Latvia,2022,9,29.6309,56.8796,24.6032,19,1
Unknown,Denmark,2022,9,24.0581,56.2639,9.5018,20,1
Unknown,Lithuania,2022,9,20.2512,55.1694,23.8813,21,1
Unknown,Slovakia,2022,9,19.517,48.669,19.699,22,1
Unknown,Bangladesh,2022,9,18.3055,23.685,90.3563,23,1
Queensland,Australia,2022,9,15.7482,-27.4698,153.0251,24,1
Unknown,Cyprus,2022,9,12.5357,35.1264,33.4299,25,1
Unknown,Georgia,2022,9,12.1551,42.3154,43.3569,26,1
Unknown,Qatar,2022,9,10.327,25.3548,51.1839,27,1
Unknown,Israel,2022,9,8.4883,31.0461,34.8516,28,1
Unknown,Burma,2022,9,8.2405,21.9162,95.956,29,1
Unknown,Bahrain,2022,9,7.8251,26.0275,50.55,30,1
Quebec,Canada,2022,9,7.6981,52.9399,-73.5491,31,1
Unknown,Bulgaria,2022,9,7.271,42.7339,25.4858,32,1
Alberta,Canada,2022,9,6.6516,53.9333,-116.5765,33,1
South Australia,Australia,2022,9,5.1956,-34.9285,138.6007,34,1
Unknown,Dominica,2022,9,4.5795,15.415,-61.371,35,1
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2022,9,4.2225,-7.9467,-14.3559,36,1
Unknown,Estonia,2022,9,4.1417,58.5953,25.0136,37,1
Guadeloupe,France,2022,9,4.1139,16.265,-61.551,38,1
Unknown,Seychelles,2022,9,4.0209,-4.6796,55.492,39,1
Unknown,Ireland,2022,9,3.5815,53.1424,-7.6921,40,1
Unknown,Luxembourg,2022,9,3.2452,49.8153,6.1296,41,1
Unknown,Croatia,2022,9,3.0681,45.1,15.2,42,1
Tasmania,Australia,2022,9,2.8603,-42.8821,147.3272,43,1
Unknown,South Africa,2022,9,2.8578,-30.5595,22.9375,44,1
Guizhou,China,2022,9,2.7758,26.8154,106.8748,45,1
Unknown,Burkina Faso,2022,9,2.5737,12.2383,-1.5616,46,1
Unknown,Moldova,2022,9,2.0002,47.4116,28.3699,47,1
Unknown,Iraq,2022,9,1.84,33.2232,43.6793,48,1
Unknown,Oman,2022,9,1.7143,21.5126,55.9233,49,1
Unknown,Ghana,2022,9,1.5595,7.9465,-1.0232,50,1
Unknown,"Korea, South",2022,10,641.2186,35.9078,127.7669,1,1
Unknown,Japan,2022,10,333.5762,36.2048,138.2529,2,2
Unknown,Chile,2022,10,127.0923,-35.6751,-71.543,3,3
Unknown,Ukraine,2022,10,105.3613,48.3794,31.1656,4,3
Unknown,New Zealand,2022,10,80.4851,-40.9006,174.886,5,3
Unknown,Spain,2022,10,72.8927,40.4637,-3.7492,6,3
Hong Kong,China,2022,10,61.6855,22.3,114.2,7,3
Unknown,Indonesia,2022,10,51.9452,-0.7893,113.9213,8,3
Unknown,Malaysia,2022,10,48.6964,4.2105,101.9758,9,3
Unknown,Brazil,2022,10,33.2077,-14.235,-51.9253,10,0
Unknown,Thailand,2022,10,13.8315,15.87,100.9925,11,0
Western Australia,Australia,2022,10,11.8657,-31.9505,115.8605,12,0
South Australia,Australia,2022,10,10.6565,-34.9285,138.6007,13,0
Unknown,Israel,2022,10,7.1117,31.0461,34.8516,14,0
Unknown,Cyprus,2022,10,6.8581,35.1264,33.4299,15,0
Unknown,Seychelles,2022,10,6.4532,-4.6796,55.492,16,0
Unknown,Cameroon,2022,10,6.3774,3.848,11.5021,17,0
Unknown,Mauritius,2022,10,6.2294,-20.3484,57.5522,18,0
Unknown,Saudi Arabia,2022,10,5.3911,23.8859,45.0792,19,0
Unknown,Pakistan,2022,10,5.2435,30.3753,69.3451,20,0
Unknown,Peru,2022,10,4.2077,-9.19,-75.0152,21,0
Saskatchewan,Canada,2022,10,3.9815,52.9399,-106.4509,22,0
Victoria,Australia,2022,10,3.8601,-37.8136,144.9631,23,0
Unknown,South Africa,2022,10,3.7996,-30.5595,22.9375,24,0
Alberta,Canada,2022,10,2.4895,53.9333,-116.5765,25,0
Tasmania,Australia,2022,10,2.3476,-42.8821,147.3272,26,0
Australian Capital Territory,Australia,2022,10,2.1242,-35.4735,149.0124,27,0
Unknown,Panama,2022,10,2.1125,8.538,-80.7821,28,0
Ontario,Canada,2022,10,2.0573,51.2538,-85.3232,29,0
Unknown,Uruguay,2022,10,1.9548,-32.5228,-55.7658,30,0
Unknown,Norway,2022,10,1.8556,60.472,8.4689,31,0
Unknown,Kenya,2022,10,1.7262,-0.0236,37.9062,32,0
Guangdong,China,2022,10,1.3133,23.3417,113.4244,33,0
Reunion,France,2022,10,1.2516,-21.1151,55.5364,34,0
New South Wales,Australia,2022,10,1.0746,-33.8688,151.2093,35,0
Shanxi,China,2022,10,1.0403,37.5777,112.2922,36,0
Unknown,Comoros,2022,10,1.0008,-11.6455,43.3333,37,0
Unknown,Venezuela,2022,10,0.8407,6.4238,-66.5897,38,0
Unknown,Oman,2022,10,0.7028,21.5126,55.9233,39,0
Unknown,West Bank and Gaza,2022,10,0.6508,31.9522,35.2332,40,0
Manitoba,Canada,2022,10,0.6133,53.7609,-98.8139,41,0
Northern Territory,Australia,2022,10,0.5335,-12.4634,130.8456,42,0
Unknown,Tanzania,2022,10,0.5133,-6.369,34.8888,43,0
Unknown,Maldives,2022,10,0.4996,3.2028,73.2207,44,0
Unknown,Uzbekistan,2022,10,0.496,41.3775,64.5853,45,0
Unknown,Uganda,2022,10,0.4657,1.3733,32.2903,46,0
Fujian,China,2022,10,0.4383,26.0789,117.9874,47,0
Unknown,Gambia,2022,10,0.4355,13.4432,-15.3101,48,0
Unknown,Morocco,2022,10,0.4177,31.7917,-7.0926,49,0
Unknown,Namibia,2022,10,0.3738,-22.9576,18.4904,50,0
Unknown,Japan,2022,11,1914.8315,36.2048,138.2529,1,0
Unknown,France,2022,11,1359.115,46.2276,2.2137,2,0
Unknown,Brazil,2022,11,792.125,-14.235,-51.9253,3,2
Unknown,"Korea, South",2022,11,381.4807,35.9078,127.7669,4,3
Unknown,Peru,2022,11,274.3384,-9.19,-75.0152,5,3
Unknown,Italy,2022,11,269.5651,41.8719,12.5674,6,3
Unknown,US,2022,11,266.8185,40.0,-100.0,7,3
Hong Kong,China,2022,11,158.8194,22.3,114.2,8,3
Unknown,Czechia,2022,11,150.1511,49.8175,15.473,9,3
Unknown,New Zealand,2022,11,74.743,-40.9006,174.886,10,1
Victoria,Australia,2022,11,71.0527,-37.8136,144.9631,11,1
Guangdong,China,2022,11,46.5366,23.3417,113.4244,12,1
Unknown,Georgia,2022,11,45.8552,42.3154,43.3569,13,1
Unknown,Panama,2022,11,42.1615,8.538,-80.7821,14,1
Unknown,Israel,2022,11,38.3237,31.0461,34.8516,15,1
Beijing,China,2022,11,33.6612,40.1824,116.4142,16,1
Unknown,Mauritius,2022,11,32.0238,-20.3484,57.5522,17,1
Unknown,Indonesia,2022,11,25.4191,-0.7893,113.9213,18,1
Unknown,Guatemala,2022,11,21.2638,15.7835,-90.2308,19,1
New South Wales,Australia,2022,11,21.1499,-33.8688,151.2093,20,1
Unknown,Slovenia,2022,11,18.2572,46.1512,14.9955,21,1
Unknown,Thailand,2022,11,17.883,15.87,100.9925,22,1
Unknown,Belgium,2022,11,14.4022,50.8333,4.4699,23,1
Unknown,Argentina,2022,11,14.0311,-38.4161,-63.6167,24,1
Unknown,Austria,2022,11,13.0434,47.5162,14.5501,25,1
Unknown,Brunei,2022,11,12.7157,4.5353,114.7277,26,1
South Australia,Australia,2022,11,11.909,-34.9285,138.6007,27,1
Unknown,Dominican Republic,2022,11,9.2594,18.7357,-70.1627,28,1
Queensland,Australia,2022,11,8.5991,-27.4698,153.0251,29,1
Unknown,Zimbabwe,2022,11,8.2,-19.0154,29.1549,30,1
Sichuan,China,2022,11,7.4917,30.6171,102.7103,31,1
Chongqing,China,2022,11,7.3791,30.0572,107.874,32,1
Unknown,Hungary,2022,11,7.2857,47.1625,19.5033,33,1
Unknown,Denmark,2022,11,7.0705,56.2639,9.5018,34,1
Shanxi,China,2022,11,7.0383,37.5777,112.2922,35,1
New Caledonia,France,2022,11,6.3949,-20.9043,165.618,36,1
Unknown,Mongolia,2022,11,6.3671,46.8625,103.8467,37,1
Unknown,Angola,2022,11,5.7319,-11.2027,17.8739,38,1
Unknown,Philippines,2022,11,5.6383,12.8797,121.774,39,1
Unknown,Uzbekistan,2022,11,4.7867,41.3775,64.5853,40,1
Saskatchewan,Canada,2022,11,4.6997,52.9399,-106.4509,41,1
Guadeloupe,France,2022,11,4.6977,16.265,-61.551,42,1
Unknown,Uruguay,2022,11,4.543,-32.5228,-55.7658,43,1
Unknown,Iraq,2022,11,3.915,33.2232,43.6793,44,1
Yunnan,China,2022,11,3.8939,24.974,101.487,45,1
Hebei,China,2022,11,3.8799,39.549,116.1306,46,1
Unknown,Morocco,2022,11,3.5742,31.7917,-7.0926,47,1
Martinique,France,2022,11,3.5168,14.6415,-61.0242,48,1
French Guiana,France,2022,11,3.4779,3.9339,-53.1258,49,1
Henan,China,2022,11,3.4465,37.8957,114.9042,50,1
Unknown,Japan,2022,12,2247.4846,36.2048,138.2529,1,1
Hong Kong,China,2022,12,533.8193,22.3,114.2,2,2
Unknown,"Korea, South",2022,12,465.8553,35.9078,127.7669,3,2
Unknown,Taiwan*,2022,12,392.5871,23.7,121.0,4,2
Unknown,Argentina,2022,12,209.2379,-38.4161,-63.6167,5,3
Unknown,Germany,2022,12,160.5911,51.1657,10.4515,6,3
Unknown,Bolivia,2022,12,74.2831,-16.2902,-63.5887,7,0
Unknown,Chile,2022,12,42.3335,-35.6751,-71.543,8,0
Unknown,Colombia,2022,12,38.2988,4.5709,-74.2973,9,0
Unknown,Ecuador,2022,12,33.5746,-1.8312,-78.1834,10,0
Unknown,Uruguay,2022,12,31.2282,-32.5228,-55.7658,11,0
Guangdong,China,2022,12,21.4464,23.3417,113.4244,12,0
Unknown,Sweden,2022,12,19.4073,60.1282,18.6435,13,0
Fujian,China,2022,12,11.4331,26.0789,117.9874,14,0
Unknown,Hungary,2022,12,10.4403,47.1625,19.5033,15,0
Unknown,Netherlands,2022,12,9.4879,52.1326,5.2913,16,0
Hubei,China,2022,12,7.5968,30.9756,112.2707,17,0
Hunan,China,2022,12,6.9488,27.6104,111.7088,18,0
Yunnan,China,2022,12,6.679,24.974,101.487,19,0
Unknown,Honduras,2022,12,5.6391,15.2,-86.2419,20,0
Unknown,Romania,2022,12,4.7734,45.9432,24.9668,21,0
Guangxi,China,2022,12,4.1044,23.8298,108.7881,22,0
Unknown,Guatemala,2022,12,3.7323,15.7835,-90.2308,23,0
Unknown,Ethiopia,2022,12,3.7077,9.145,40.4897,24,0
Macau,China,2022,12,3.4427,22.1667,113.55,25,0
Unknown,Croatia,2022,12,3.3665,45.1,15.2,26,0
Jiangxi,China,2022,12,3.1194,27.614,115.7221,27,0
Unknown,Poland,2022,12,3.0222,51.9194,19.1451,28,0
Tianjin,China,2022,12,2.8706,39.3054,117.323,29,0
Unknown,Zambia,2022,12,2.7589,-13.1339,27.8493,30,0
Chongqing,China,2022,12,2.7153,30.0572,107.874,31,0
Unknown,Barbados,2022,12,2.5847,13.1939,-59.5432,32,0
Shanghai,China,2022,12,1.9915,31.202,121.4491,33,0
Unknown,Azerbaijan,2022,12,1.4843,40.1431,47.5769,34,0
Unknown,Iceland,2022,12,1.4081,64.9631,-19.0208,35,0
Saskatchewan,Canada,2022,12,1.3375,52.9399,-106.4509,36,0
Ningxia,China,2022,12,1.2371,37.2692,106.1655,37,0
Unknown,Norway,2022,12,1.2149,60.472,8.4689,38,0
Unknown,Costa Rica,2022,12,1.1661,9.7489,-83.7534,39,0
Shaanxi,China,2022,12,1.0669,35.1917,108.8701,40,0
Unknown,Estonia,2022,12,1.0621,58.5953,25.0136,41,0
Unknown,Guyana,2022,12,0.9367,4.8604,-58.9302,42,0
Unknown,Belize,2022,12,0.8399,17.1899,-88.4976,43,0
Unknown,Venezuela,2022,12,0.8391,6.4238,-66.5897,44,0
Unknown,Namibia,2022,12,0.8387,-22.9576,18.4904,45,0
Unknown,Iran,2022,12,0.6815,32.4279,53.688,46,0
Niue,New Zealand,2022,12,0.6726,-19.0544,-169.8672,47,0
Unknown,Lebanon,2022,12,0.6484,33.8547,35.8623,48,0
Unknown,Burkina Faso,2022,12,0.6048,12.2383,-1.5616,49,0
Unknown,Cuba,2022,12,0.5746,21.5218,-77.7812,50,0
Unknown,Russia,2023,1,122.0996,61.524,105.3188,1,1
Unknown,Ecuador,2023,1,11.6613,-1.8312,-78.1834,2,0
Unknown,Kazakhstan,2023,1,5.8657,48.0196,66.9237,3,0
Unknown,Zimbabwe,2023,1,5.2419,-19.0154,29.1549,4,0
Unknown,Georgia,2023,1,4.7133,42.3154,43.3569,5,0
Unknown,South Africa,2023,1,4.0722,-30.5595,22.9375,6,3
Unknown,Poland,2023,1,3.7577,51.9194,19.1451,7,3
Unknown,Moldova,2023,1,2.8234,47.4116,28.3699,8,3
Unknown,Burundi,2023,1,2.6105,-3.3731,29.9189,9,3
Unknown,Botswana,2023,1,2.294,-22.3285,24.6849,10,3
Nova Scotia,Canada,2023,1,2.1819,44.682,-63.7443,11,3
Unknown,Seychelles,2023,1,1.875,-4.6796,55.492,12,3
Unknown,Zambia,2023,1,1.7415,-13.1339,27.8493,13,3
Unknown,Austria,2023,1,1.7113,47.5162,14.5501,14,3
Unknown,Oman,2023,1,1.6653,21.5126,55.9233,15,3
Unknown,Namibia,2023,1,1.2673,-22.9576,18.4904,16,2
Unknown,Mozambique,2023,1,1.2004,-18.6657,35.5296,17,2
Unknown,Trinidad and Tobago,2023,1,1.1202,10.6918,-61.2225,18,2
Unknown,Tunisia,2023,1,1.1105,33.8869,9.5375,19,2
Unknown,Lebanon,2023,1,0.9423,33.8547,35.8623,20,2
Unknown,United Arab Emirates,2023,1,0.7532,23.4241,53.8478,21,2
Unknown,Micronesia,2023,1,0.6907,7.4256,150.5508,22,2
Unknown,Congo (Kinshasa),2023,1,0.5907,-4.0383,21.7587,23,2
Unknown,Afghanistan,2023,1,0.5863,33.9391,67.71,24,2
Unknown,Malawi,2023,1,0.5831,-13.2543,34.3015,25,2
Unknown,Papua New Guinea,2023,1,0.5262,-6.315,143.9556,26,2
Unknown,Venezuela,2023,1,0.5246,6.4238,-66.5897,27,2
Unknown,Saudi Arabia,2023,1,0.504,23.8859,45.0792,28,2
Unknown,Tanzania,2023,1,0.3681,-6.369,34.8888,29,2
Unknown,Jamaica,2023,1,0.3633,18.1096,-77.2975,30,2
Unknown,Samoa,2023,1,0.321,-13.759,-172.1046,31,2
Unknown,Iran,2023,1,0.3165,32.4279,53.688,32,2
Unknown,Angola,2023,1,0.2871,-11.2027,17.8739,33,2
Unknown,Haiti,2023,1,0.25,18.9712,-72.2852,34,2
Saint Pierre and Miquelon,France,2023,1,0.2198,46.8852,-56.3159,35,2
New Brunswick,Canada,2023,1,0.1948,46.5653,-66.4619,36,2
Saskatchewan,Canada,2023,1,0.1694,52.9399,-106.4509,37,2
Unknown,Marshall Islands,2023,1,0.1298,7.1315,171.1845,38,2
Unknown,Liberia,2023,1,0.0827,6.4281,-9.4295,39,2
Unknown,Mauritania,2023,1,0.0685,21.0079,-10.9408,40,2
Unknown,Algeria,2023,1,0.0673,28.0339,1.6596,41,2
Newfoundland and Labrador,Canada,2023,1,0.0565,53.1355,-57.6604,42,2
Unknown,Saint Lucia,2023,1,0.056,13.9094,-60.9789,43,2
Unknown,Guinea,2023,1,0.0516,9.9456,-9.6966,44,2
Unknown,Kosovo,2023,1,0.048,42.6026,20.903,45,2
Unknown,Central African Republic,2023,1,0.0427,6.6111,20.9394,46,2
Unknown,Mali,2023,1,0.0383,17.5707,-3.9962,47,2
Turks and Caicos Islands,United Kingdom,2023,1,0.0347,21.694,-71.7979,48,2
Unknown,Eswatini,2023,1,0.0274,-26.5225,31.4659,49,2
Unknown,Equatorial Guinea,2023,1,0.0226,1.6508,10.2679,50,2
Unknown,Germany,2023,2,277.6073,51.1657,10.4515,1,1
Unknown,Russia,2023,2,116.6987,61.524,105.3188,2,2
Unknown,Austria,2023,2,71.5509,47.5162,14.5501,3,2
Unknown,Poland,2023,2,63.9882,51.9194,19.1451,4,2
Unknown,France,2023,2,34.991,46.2276,2.2137,5,3
Unknown,Romania,2023,2,32.4242,45.9432,24.9668,6,3
Unknown,New Zealand,2023,2,24.6565,-40.9006,174.886,7,3
Unknown,Czechia,2023,2,23.8251,49.8175,15.473,8,3
Unknown,Bahrain,2023,2,22.3295,26.0275,50.55,9,3
Unknown,Netherlands,2023,2,21.3941,52.1326,5.2913,10,3
Unknown,South Africa,2023,2,10.9609,-30.5595,22.9375,11,0
Unknown,Switzerland,2023,2,10.5359,46.8182,8.2275,12,0
Unknown,Chile,2023,2,10.3938,-35.6751,-71.543,13,0
Unknown,Belgium,2023,2,10.2649,50.8333,4.4699,14,0
Unknown,Singapore,2023,2,7.9023,1.2833,103.8333,15,0
Unknown,Kazakhstan,2023,2,7.6013,48.0196,66.9237,16,0
Unknown,Moldova,2023,2,6.0014,47.4116,28.3699,17,0
Unknown,Slovenia,2023,2,5.6286,46.1512,14.9955,18,0
Unknown,Serbia,2023,2,4.9674,44.0165,21.0059,19,0
Unknown,Israel,2023,2,4.5638,31.0461,34.8516,20,0
Unknown,Trinidad and Tobago,2023,2,4.2917,10.6918,-61.2225,21,0
Unknown,India,2023,2,3.7709,20.5937,78.9629,22,0
Unknown,Slovakia,2023,2,2.7362,48.669,19.699,23,0
Unknown,Paraguay,2023,2,2.6511,-23.4425,-58.4438,24,0
Unknown,Montenegro,2023,2,2.4704,42.7087,19.3744,25,0
Unknown,Kuwait,2023,2,2.4548,29.3117,47.4818,26,0
Australian Capital Territory,Australia,2023,2,2.2775,-35.4735,149.0124,27,0
New Brunswick,Canada,2023,2,2.0337,46.5653,-66.4619,28,0
Tasmania,Australia,2023,2,1.9647,-42.8821,147.3272,29,0
Unknown,Iran,2023,2,1.8369,32.4279,53.688,30,0
Unknown,Estonia,2023,2,1.6968,58.5953,25.0136,31,0
Unknown,Qatar,2023,2,1.5791,25.3548,51.1839,32,0
Unknown,Cameroon,2023,2,1.4464,3.848,11.5021,33,0
Unknown,Bulgaria,2023,2,1.4026,42.7339,25.4858,34,0
Unknown,Tunisia,2023,2,1.382,33.8869,9.5375,35,0
Unknown,Honduras,2023,2,1.3741,15.2,-86.2419,36,0
Unknown,United Arab Emirates,2023,2,1.2778,23.4241,53.8478,37,0
Unknown,Pakistan,2023,2,1.0274,30.3753,69.3451,38,0
Unknown,Malta,2023,2,0.8979,35.9375,14.3754,39,0
Unknown,Nigeria,2023,2,0.8894,9.082,8.6753,40,0
Unknown,Armenia,2023,2,0.8591,40.0691,45.0382,41,0
Unknown,Saudi Arabia,2023,2,0.7865,23.8859,45.0792,42,0
Unknown,Panama,2023,2,0.6771,8.538,-80.7821,43,0
Unknown,Kosovo,2023,2,0.5249,42.6026,20.903,44,0
Manitoba,Canada,2023,2,0.5189,53.7609,-98.8139,45,0
Unknown,Angola,2023,2,0.4283,-11.2027,17.8739,46,0
Unknown,Mali,2023,2,0.4283,17.5707,-3.9962,47,0
Unknown,Lithuania,2023,2,0.3719,55.1694,23.8813,48,0
Unknown,Iceland,2023,2,0.3298,64.9631,-19.0208,49,0
Prince Edward Island,Canada,2023,2,0.3287,46.5107,-63.4168,50,0
Unknown,United Kingdom,2023,3,599.6,55.3781,-3.436,1,1
Unknown,"Korea, South",2023,3,469.6667,35.9078,127.7669,2,1
Unknown,France,2023,3,464.2,46.2276,2.2137,3,1
Unknown,Belgium,2023,3,264.3333,50.8333,4.4699,4,3
New South Wales,Australia,2023,3,166.2,-33.8688,151.2093,5,2
Unknown,Georgia,2023,3,96.95,42.3154,43.3569,6,2
Unknown,Romania,2023,3,95.0667,45.9432,24.9668,7,2
Unknown,Poland,2023,3,82.3833,51.9194,19.1451,8,2
Unknown,Chile,2023,3,80.9167,-35.6751,-71.543,9,2
Victoria,Australia,2023,3,70.0333,-37.8136,144.9631,10,2
Unknown,Switzerland,2023,3,49.0667,46.8182,8.2275,11,0
Unknown,Israel,2023,3,42.9667,31.0461,34.8516,12,0
Ontario,Canada,2023,3,33.1333,51.2538,-85.3232,13,0
Unknown,Mauritius,2023,3,30.1,-20.3484,57.5522,14,0
Unknown,Serbia,2023,3,29.2667,44.0165,21.0059,15,0
South Australia,Australia,2023,3,28.7333,-34.9285,138.6007,16,0
Unknown,Portugal,2023,3,27.7167,39.3999,-8.2245,17,0
Unknown,Armenia,2023,3,24.45,40.0691,45.0382,18,0
Unknown,Czechia,2023,3,21.8167,49.8175,15.473,19,0
Unknown,Trinidad and Tobago,2023,3,20.7333,10.6918,-61.2225,20,0
Unknown,Kuwait,2023,3,20.2,29.3117,47.4818,21,0
Tasmania,Australia,2023,3,19.5667,-42.8821,147.3272,22,0
Unknown,Slovenia,2023,3,18.35,46.1512,14.9955,23,0
Unknown,Sweden,2023,3,18.2,60.1282,18.6435,24,0
Unknown,South Africa,2023,3,17.1833,-30.5595,22.9375,25,0
Unknown,India,2023,3,15.0333,20.5937,78.9629,26,0
Unknown,Bahrain,2023,3,14.65,26.0275,50.55,27,0
Unknown,Argentina,2023,3,13.8667,-38.4161,-63.6167,28,0
Unknown,Slovakia,2023,3,12.55,48.669,19.699,29,0
Unknown,Barbados,2023,3,10.2,13.1939,-59.5432,30,0
Unknown,Estonia,2023,3,9.7333,58.5953,25.0136,31,0
Unknown,Bulgaria,2023,3,9.6833,42.7339,25.4858,32,0
Unknown,Denmark,2023,3,8.7833,56.2639,9.5018,33,0
Unknown,Panama,2023,3,7.6333,8.538,-80.7821,34,0
Unknown,Indonesia,2023,3,7.3833,-0.7893,113.9213,35,0
Martinique,France,2023,3,7.25,14.6415,-61.0242,36,0
Saskatchewan,Canada,2023,3,6.6,52.9399,-106.4509,37,0
New Brunswick,Canada,2023,3,6.05,46.5653,-66.4619,38,0
Unknown,Croatia,2023,3,5.5667,45.1,15.2,39,0
Unknown,Tunisia,2023,3,5.4667,33.8869,9.5375,40,0
Unknown,Pakistan,2023,3,5.1333,30.3753,69.3451,41,0
Nova Scotia,Canada,2023,3,5.0167,44.682,-63.7443,42,0
French Polynesia,France,2023,3,4.9,-17.6797,149.4068,43,0
Unknown,Malaysia,2023,3,4.7167,4.2105,101.9758,44,0
Unknown,Malta,2023,3,4.4333,35.9375,14.3754,45,0
Unknown,Jamaica,2023,3,4.4167,18.1096,-77.2975,46,0
Unknown,United Arab Emirates,2023,3,4.2,23.4241,53.8478,47,0
Unknown,Finland,2023,3,4.1833,61.9241,25.7482,48,0
Unknown,Mozambique,2023,3,3.8667,-18.6657,35.5296,49,0
Unknown,Saudi Arabia,2023,3,3.7167,23.8859,45.0792,50,0
